Parameter,Value,name,mcs ( in DL),retx (# of retransmissions requested by the UE),txok (# of successful transmissions),"bit rate (average bitrate (at the MAC layer), in bits per second in DL)",snr,mcs (UL),rxko (# of retransmissions requested by the gNB),rxok (# of received uplink transport blocks without error),bitrate UL(mbps),# of iterations of the†LDPC decoder
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.5,40,2860,117.00,13.5,9.9,4,219,0.139,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.4,47,2853,117.00,13,9.7,2,202,0.14,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.5,29,2736,117.00,14.2,10.6,0,213,0.14,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.4,32,2868,117.00,12.6,9.8,2,211,0.141,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.6,41,2859,117.00,13.9,9.9,2,216,0.142,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.5,26,2874,117.00,15.3,10.1,0,226,0.142,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.7,34,2866,117.00,11.7,9.8,0,221,0.143,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.6,24,2876,117.00,14.3,9.9,5,220,0.144,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.5,23,2877,117.00,16.4,9.9,4,219,0.146,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,25.1,23,2632,117.00,12.7,10.4,3,215,0.149,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.9,27,2836,117.00,18.3,10.9,2,219,0.149,2.1
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.3,26,2768,117.00,13.8,10.2,2,220,0.15,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.3,28,2801,117.00,15.2,11.1,7,214,0.154,2.1
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,25,27,2607,117.00,13.6,10.7,3,222,0.157,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.8,32,2736,117.00,12.9,9.5,3,221,0.158,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24,27,2718,117.00,16.1,10.5,4,224,0.158,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.9,27,2824,117.00,17.4,10.8,5,217,0.158,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.6,23,2666,117.00,12.7,9.8,4,231,0.163,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.6,34,2866,118.00,15.7,9.8,1,193,0.125,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.7,24,2876,118.00,15.1,10,1,218,0.138,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.7,27,2873,118.00,13.4,10,5,217,0.14,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.7,44,2856,118.00,14.2,9.9,2,214,0.141,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.9,13,2611,118.00,14.4,10.3,4,200,0.142,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.2,26,2804,118.00,15.8,10.9,2,215,0.142,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,25.4,28,2655,118.00,13.9,10.6,1,214,0.143,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.7,29,2871,118.00,15.4,10.8,7,210,0.143,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.7,21,2879,118.00,12.9,9.9,2,222,0.147,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,25.2,25,2582,118.00,13.8,10.2,1,218,0.151,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.9,21,2750,118.00,18.1,10.6,1,228,0.156,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.9,26,2874,119.00,14,10.6,1,192,0.121,2.2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.9,30,2870,119.00,15,9.9,3,193,0.126,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.8,34,2866,119.00,14.3,10,1,200,0.137,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.8,29,2871,119.00,17.3,10.8,0,215,0.138,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.9,20,2880,119.00,14.5,10.3,3,213,0.139,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.9,33,2867,119.00,16,10.8,1,202,0.14,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.8,25,2875,119.00,13.7,9.6,1,228,0.141,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.8,24,2876,119.00,14.6,10.6,0,213,0.141,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.9,36,2864,119.00,13.8,9.9,4,216,0.144,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.9,28,2872,119.00,15.5,10.6,0,217,0.144,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.8,35,2865,119.00,12.4,10.3,4,225,0.146,2.1
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.1,24,2844,119.00,16.5,9.7,1,224,0.153,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.7,26,2761,119.00,16,10,0,229,0.154,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.4,24,2718,119.00,13.7,10.5,2,218,0.156,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.8,32,2795,119.00,12.3,10,1,230,0.158,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.7,26,2773,119.00,17.7,9.6,3,226,0.16,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.8,21,2879,119.00,16.4,10.1,1,229,0.162,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,22.9,28,2872,119.00,15.6,10.3,2,225,0.166,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23,31,2869,120.00,12.2,10.5,1,208,0.138,2.1
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23,22,2878,120.00,10.5,10.4,5,210,0.138,2.1
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.1,30,2870,120.00,13.6,10.3,4,212,0.14,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23,37,2863,120.00,13.3,9.9,1,212,0.14,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23,21,2879,120.00,16.5,10.8,3,206,0.14,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.1,25,2875,120.00,15.9,10.9,3,214,0.141,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23,34,2866,120.00,14.4,10.2,3,214,0.142,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23,25,2875,120.00,15.2,9.7,0,217,0.143,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.1,27,2873,120.00,16.5,10.9,3,212,0.143,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.1,23,2877,120.00,16.1,10.9,4,207,0.143,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.1,36,2864,120.00,13.2,10.3,2,215,0.145,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.3,22,2739,120.00,12.3,9.8,1,225,0.152,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.4,20,2845,120.00,14,11.3,0,215,0.164,2.1
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.2,38,2862,121.00,12.9,10,2,208,0.135,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.2,27,2873,121.00,17.3,10.9,3,207,0.141,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.1,29,2871,121.00,14.6,10.2,0,219,0.142,2.1
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.2,36,2864,121.00,15.6,10.2,2,204,0.142,2.1
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,25.4,26,2629,121.00,15.7,10.3,1,216,0.143,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.2,35,2865,121.00,15.3,10.2,3,212,0.143,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.2,25,2875,121.00,14.5,10.7,3,214,0.144,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.3,29,2871,121.00,13,10.7,1,221,0.145,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.2,29,2871,121.00,12.4,9.9,2,223,0.147,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.8,31,2810,121.00,13.1,10.2,0,215,0.148,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.2,28,2872,121.00,15.8,11.1,3,212,0.149,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,25.1,27,2637,121.00,15.1,10.6,6,223,0.151,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,25.3,25,2645,121.00,12.5,9.9,3,227,0.152,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.9,26,2794,121.00,11.9,9.3,2,227,0.152,1.6
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.3,27,2720,121.00,14.3,10,3,234,0.16,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.2,25,2875,121.00,13.9,10.9,5,214,0.188,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.6,37,2821,122.00,14.1,9.6,4,206,0.13,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.3,21,2879,122.00,15.7,10.4,3,211,0.14,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.3,26,2874,122.00,17.9,9.4,6,211,0.14,1.7
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.4,30,2870,122.00,16.6,11.1,1,215,0.141,2.1
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.4,25,2875,122.00,18.4,10.8,1,199,0.141,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.4,29,2871,122.00,13.8,11,1,203,0.142,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.4,27,2873,122.00,13.1,9.8,4,218,0.147,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.3,25,2875,122.00,16.9,10.8,4,226,0.149,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.3,29,2871,122.00,16.5,11.2,4,214,0.153,2.1
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.7,20,2814,122.00,13.1,10,2,213,0.16,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.9,26,2707,122.00,14.9,9.6,3,218,0.164,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.4,27,2873,123.00,12.2,10.6,3,196,0.121,2.1
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.5,21,2879,123.00,13,10.1,1,210,0.138,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.6,26,2874,123.00,19.7,10.8,2,210,0.14,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.3,20,2880,123.00,15,10.4,5,226,0.141,2.1
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.5,27,2873,123.00,19,10.7,2,214,0.144,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.5,22,2878,123.00,15.2,11,1,205,0.146,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.5,31,2869,123.00,12.1,10.5,4,203,0.147,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.5,31,2869,123.00,15.8,11,2,205,0.149,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.6,31,2734,123.00,17.7,10.4,3,222,0.16,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,25.2,26,2674,123.00,14.8,10.2,3,209,0.164,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.7,30,2870,124.00,15.8,9.8,3,201,0.137,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.6,24,2876,124.00,15.9,9.8,3,204,0.139,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.6,23,2877,124.00,16,11,4,207,0.139,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.7,26,2874,124.00,12.4,11.2,5,208,0.139,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.6,27,2873,124.00,17.2,9.9,1,217,0.142,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.7,25,2875,124.00,14.2,11.1,1,202,0.142,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.6,29,2871,124.00,16.6,9.9,1,209,0.143,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.6,25,2875,124.00,13.2,10.8,0,201,0.143,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.6,30,2870,124.00,16.7,11,1,204,0.143,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.6,24,2876,124.00,14.9,11.2,4,213,0.144,2.1
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.6,26,2874,124.00,14.6,10.9,2,222,0.145,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.7,25,2875,124.00,16.8,10.3,0,200,0.145,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.7,25,2875,124.00,13.9,11.2,2,203,0.145,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.7,28,2749,124.00,12.5,9.9,1,222,0.152,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.8,26,2874,125.00,14.2,10.3,1,211,0.139,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.8,39,2861,125.00,13.9,9.8,2,219,0.14,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.7,29,2871,125.00,12.6,9.8,2,220,0.141,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.8,29,2871,125.00,15.1,9.8,0,217,0.143,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.8,25,2875,125.00,13.1,9.5,1,225,0.143,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.8,36,2864,125.00,13.3,10,1,219,0.146,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.9,31,2869,125.00,19.5,9.3,1,225,0.148,1.7
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.8,26,2874,125.00,16.2,10.2,4,221,0.149,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.4,34,2817,125.00,12.5,9.8,4,222,0.162,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24,21,2879,126.00,14.9,10.2,5,183,0.124,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.1,25,2875,126.00,19.1,11.2,3,186,0.138,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.9,29,2871,126.00,15.5,10.5,3,209,0.141,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24,27,2873,126.00,12,10.4,2,207,0.143,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24,30,2870,126.00,11.5,10,4,206,0.147,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,23.9,27,2873,126.00,14,10.2,0,213,0.147,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24,22,2878,127.00,13.9,10.4,2,208,0.139,2.1
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.1,23,2877,127.00,12.8,9.9,2,212,0.141,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.1,30,2870,127.00,13.7,10.4,3,214,0.143,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.1,22,2878,127.00,12.4,9.9,1,222,0.149,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.5,30,2835,127.00,14.3,9.9,1,228,0.153,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,25.4,28,2743,127.00,14.5,10.4,1,217,0.16,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,25.4,26,2735,127.00,14.5,9.9,1,234,0.163,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.3,31,2869,128.00,12.9,10,1,204,0.127,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.3,21,2879,128.00,15.6,10.4,8,207,0.139,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.4,29,2871,128.00,13.2,10.3,3,210,0.143,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.3,36,2864,128.00,13.5,10.8,2,221,0.145,2.2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.4,30,2870,129.00,16.3,10,2,208,0.127,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,25.1,34,2822,129.00,17.4,9.8,0,218,0.148,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.6,29,2871,130.00,14.6,10.6,5,196,0.12,2.1
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.6,29,2871,130.00,13.1,9.7,2,214,0.14,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.5,26,2874,130.00,18,9.9,4,212,0.14,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.5,29,2871,130.00,13.8,10.1,1,206,0.143,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.6,31,2869,130.00,13.2,10,2,201,0.144,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.5,29,2871,130.00,12.7,10.3,0,210,0.146,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.7,28,2851,130.00,12.9,9.5,2,223,0.151,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,25.1,31,2830,130.00,12.7,9.9,2,234,0.17,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.8,24,2876,131.00,12.1,10,3,216,0.141,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.9,21,2879,131.00,14.5,10.2,4,217,0.143,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.9,32,2868,131.00,13,9.8,3,226,0.149,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.8,28,2872,131.00,15,10.1,0,218,0.152,2
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.9,26,2874,132.00,12.2,9.7,6,195,0.131,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,25,28,2872,132.00,14.2,10.3,2,224,0.148,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.9,28,2872,132.00,16.5,9.8,1,218,0.148,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,24.9,33,2867,132.00,13.2,10.1,1,224,0.153,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,25.1,29,2871,133.00,15.8,9.9,3,219,0.144,1.8
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,25.2,26,2874,133.00,14.7,9.7,3,222,0.148,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,25.4,28,2872,134.00,16.7,10.6,2,215,0.147,1.9
Maximum Number of LDPC Iterations,ldcp_3,Maximum Number of LDPC Iterationsldcp_3,25.4,29,2871,135.00,18.4,10.1,1,215,0.148,1.8
Maximum Number of LDPC Iterations,ldcp_5,Maximum Number of LDPC Iterationsldcp_5,0,0,0,0.00,0,0,0,0,0,0
Maximum Number of LDPC Iterations,ldcp_5,Maximum Number of LDPC Iterationsldcp_5,13.3,1,3,0.00,14.4,8,0,4,0.924,1.8
Maximum Number of LDPC Iterations,ldcp_5,Maximum Number of LDPC Iterationsldcp_5,17,0,4,0.00,11.1,-,0,0,0,
Maximum Number of LDPC Iterations,ldcp_5,Maximum Number of LDPC Iterationsldcp_5,17,1,4,0.00,12.6,-,0,0,0,
Maximum Number of LDPC Iterations,ldcp_5,Maximum Number of LDPC Iterationsldcp_5,17,1,4,0.00,11,-,0,0,0,
Maximum Number of LDPC Iterations,ldcp_5,Maximum Number of LDPC Iterationsldcp_5,17,1,4,0.00,11,-,0,0,0,
Maximum Number of LDPC Iterations,ldcp_5,Maximum Number of LDPC Iterationsldcp_5,17,1,17,0.02,12.6,7.8,0,11,0.022,2.2
Maximum Number of LDPC Iterations,ldcp_5,Maximum Number of LDPC Iterationsldcp_5,20.5,8,36,0.03,11.1,9.9,0,28,0.021,1.9
Maximum Number of LDPC Iterations,ldcp_5,Maximum Number of LDPC Iterationsldcp_5,17,2,21,0.04,11,7.4,0,16,0.01,2.1
Maximum Number of LDPC Iterations,ldcp_5,Maximum Number of LDPC Iterationsldcp_5,16.8,86,749,20.00,11.6,8.6,0,96,0.148,2.1
Maximum Number of LDPC Iterations,ldcp_5,Maximum Number of LDPC Iterationsldcp_5,17.7,1080,1203,32.00,11.7,7.6,1,96,0.074,2.4
Maximum Number of LDPC Iterations,ldcp_5,Maximum Number of LDPC Iterationsldcp_5,18,727,1331,32.90,7.7,8,3,122,0.08,2.5
Maximum Number of LDPC Iterations,ldcp_5,Maximum Number of LDPC Iterationsldcp_5,17.5,734,1486,35.60,7.8,7.8,2,117,0.08,2.4
Maximum Number of LDPC Iterations,ldcp_5,Maximum Number of LDPC Iterationsldcp_5,17,642,1492,35.70,11.8,8.4,5,115,0.081,2.5
Maximum Number of LDPC Iterations,ldcp_5,Maximum Number of LDPC Iterationsldcp_5,19.2,694,1476,36.90,11.1,8.2,2,122,0.085,2.4
Maximum Number of LDPC Iterations,ldcp_5,Maximum Number of LDPC Iterationsldcp_5,18.4,690,1555,37.00,10.2,8.3,1,125,0.09,2.5
Maximum Number of LDPC Iterations,ldcp_5,Maximum Number of LDPC Iterationsldcp_5,18,508,1394,37.40,8.8,8.2,1,101,0.075,2.4
Maximum Number of LDPC Iterations,ldcp_5,Maximum Number of LDPC Iterationsldcp_5,18.8,876,1404,38.10,11.8,8.2,2,114,0.081,2.5
Maximum Number of LDPC Iterations,ldcp_5,Maximum Number of LDPC Iterationsldcp_5,18,661,1367,38.50,8.6,7.8,0,121,0.085,2.4
